province,country,Lat,Long,Date,Confirmed,Deaths,Recovered,Active,WHO Region,Active_rate,Death_rate,reacovery_rate,new_cases
Hubei,China,30.9756,112.2707,16-03-2020,67798,3099,55142,9557,Western Pacific,14.09628603,4.570931296,81.33278268,67643
Hunan,China,27.6104,111.7088,16-03-2020,1018,4,1014,0,Western Pacific,0,0.392927308,99.60707269,-66780
Inner Mongolia,China,44.0935,113.9448,16-03-2020,75,1,73,1,Western Pacific,1.333333333,1.333333333,97.33333333,-943
Jiangsu,China,32.9711,119.455,16-03-2020,631,0,631,0,Western Pacific,0,0,100,556
Jiangxi,China,27.614,115.7221,16-03-2020,935,1,934,0,Western Pacific,0,0.106951872,99.89304813,304
Jilin,China,43.6661,126.1923,16-03-2020,93,1,92,0,Western Pacific,0,1.075268817,98.92473118,-842
Liaoning,China,41.2956,122.6085,16-03-2020,125,1,115,9,Western Pacific,7.2,0.8,92,32
Macau,China,22.1667,113.55,16-03-2020,11,0,10,1,Western Pacific,9.090909091,0,90.90909091,-114
Ningxia,China,37.2692,106.1655,16-03-2020,75,0,75,0,Western Pacific,0,0,100,64
Qinghai,China,35.7452,95.9956,16-03-2020,18,0,18,0,Western Pacific,0,0,100,-57
Shaanxi,China,35.1917,108.8701,16-03-2020,245,2,233,10,Western Pacific,4.081632653,0.816326531,95.10204082,227
Shandong,China,36.3427,118.1498,16-03-2020,760,7,746,7,Western Pacific,0.921052632,0.921052632,98.15789474,515
Shanghai,China,31.202,121.4491,16-03-2020,355,3,325,27,Western Pacific,7.605633803,0.845070423,91.54929577,-405
Shanxi,China,37.5777,112.2922,16-03-2020,133,0,133,0,Western Pacific,0,0,100,-222
Sichuan,China,30.6171,102.7103,16-03-2020,539,3,516,20,Western Pacific,3.710575139,0.556586271,95.73283859,406
Tianjin,China,39.3054,117.323,16-03-2020,136,3,133,0,Western Pacific,0,2.205882353,97.79411765,-403
Tibet,China,31.6927,88.0924,16-03-2020,1,0,1,0,Western Pacific,0,0,100,-135
Xinjiang,China,41.1129,85.2401,16-03-2020,76,3,73,0,Western Pacific,0,3.947368421,96.05263158,75
Yunnan,China,24.974,101.487,16-03-2020,176,2,172,2,Western Pacific,1.136363636,1.136363636,97.72727273,100
Zhejiang,China,29.1832,120.0934,16-03-2020,1231,1,1216,14,Western Pacific,1.137286759,0.081234768,98.78147847,1055
Unknown,Colombia,4.5709,-74.2973,16-03-2020,57,0,0,57,Americas,100,0,0,23
Unknown,Congo (Brazzaville),-0.228,15.8277,16-03-2020,1,0,0,1,Africa,100,0,0,0
Unknown,Congo (Kinshasa),-4.0383,21.7587,16-03-2020,2,0,0,2,Africa,100,0,0,0
Unknown,Costa Rica,9.7489,-83.7534,16-03-2020,35,0,0,35,Americas,100,0,0,8
Unknown,Cote d'Ivoire,7.54,-5.5471,16-03-2020,1,0,0,1,Africa,100,0,0,0
Unknown,Croatia,45.1,15.2,16-03-2020,57,0,2,55,Europe,96.49122807,0,3.50877193,8
Unknown,Cuba,21.521757,-77.781167,16-03-2020,4,0,0,4,Americas,100,0,0,0
Unknown,Cyprus,35.1264,33.4299,16-03-2020,33,0,0,33,Europe,100,0,0,7
Unknown,Czechia,49.8175,15.473,16-03-2020,298,0,3,295,Europe,98.99328859,0,1.006711409,45
Faroe Islands,Denmark,61.8926,-6.9118,16-03-2020,18,0,0,18,Europe,100,0,0,-846
Greenland,Greenland,71.7069,-42.6043,16-03-2020,1,0,0,1,Europe,100,0,0,1
Unknown,Denmark,56.2639,9.5018,16-03-2020,914,3,1,910,Europe,99.56236324,0.328227571,0.10940919,896
Unknown,Djibouti,11.8251,42.5903,16-03-2020,0,0,0,0,Eastern Mediterranean,,,,0
Unknown,Dominican Republic,18.7357,-70.1627,16-03-2020,11,0,0,11,Americas,100,0,0,0
Unknown,Ecuador,-1.8312,-78.1834,16-03-2020,37,2,0,35,Americas,94.59459459,5.405405405,0,9
Unknown,Egypt,26.820553,30.802498,16-03-2020,150,2,27,121,Eastern Mediterranean,80.66666667,1.333333333,18,40
Unknown,El Salvador,13.7942,-88.8965,16-03-2020,0,0,0,0,Americas,,,,0
Unknown,Equatorial Guinea,1.6508,10.2679,16-03-2020,1,0,0,1,Africa,100,0,0,0
Unknown,Eritrea,15.1794,39.7823,16-03-2020,0,0,0,0,Africa,,,,0
Unknown,Estonia,58.5953,25.0136,16-03-2020,205,0,1,204,Europe,99.51219512,0,0.487804878,34
Unknown,Eswatini,-26.5225,31.4659,16-03-2020,1,0,0,1,Africa,100,0,0,0
Unknown,Ethiopia,9.145,40.4897,16-03-2020,5,0,0,5,Africa,100,0,0,4
Unknown,Fiji,-17.7134,178.065,16-03-2020,0,0,0,0,Western Pacific,,,,0
Unknown,Finland,61.92411,25.748151,16-03-2020,277,0,10,267,Europe,96.3898917,0,3.610108303,33
French Guiana,France,3.9339,-53.1258,16-03-2020,11,0,0,11,Europe,100,0,0,11
French Polynesia,France,-17.6797,149.4068,16-03-2020,3,0,0,3,Europe,100,0,0,-8
Guadeloupe,France,16.265,-61.551,16-03-2020,6,0,0,6,Europe,100,0,0,3
Mayotte,France,-12.8275,45.166244,16-03-2020,1,0,0,1,Europe,100,0,0,-5
New Caledonia,France,-20.904305,165.618042,16-03-2020,0,0,0,0,Europe,,,,-1
Reunion,France,-21.1151,55.5364,16-03-2020,9,0,0,9,Europe,100,0,0,9
Saint Barthelemy,France,17.9,-62.8333,16-03-2020,3,0,0,3,Europe,100,0,0,-6
St Martin,France,18.0708,-63.0501,16-03-2020,2,0,0,2,Europe,100,0,0,-1
Martinique,France,14.6415,-61.0242,16-03-2020,15,1,0,14,Europe,93.33333333,6.666666667,0,13
Unknown,France,46.2276,2.2137,16-03-2020,6633,148,12,6473,Europe,97.58781848,2.231267903,0.180913614,6618
Unknown,Gabon,-0.8037,11.6094,16-03-2020,1,0,0,1,Africa,100,0,0,0
Unknown,Gambia,13.4432,-15.3101,16-03-2020,0,0,0,0,Africa,,,,0
Unknown,Georgia,42.3154,43.3569,16-03-2020,33,0,1,32,Europe,96.96969697,0,3.03030303,0
Unknown,Germany,51.165691,10.451526,16-03-2020,7272,17,67,7188,Europe,98.84488449,0.233773377,0.921342134,1477
Unknown,Ghana,7.9465,-1.0232,16-03-2020,6,0,0,6,Africa,100,0,0,0
Unknown,Greece,39.0742,21.8243,16-03-2020,331,4,8,319,Europe,96.37462236,1.208459215,2.416918429,0
Unknown,Guatemala,15.7835,-90.2308,16-03-2020,2,1,0,1,Americas,50,50,0,1
Unknown,Guinea,9.9456,-9.6966,16-03-2020,1,0,0,1,Africa,100,0,0,0
Unknown,Guyana,4.860416,-58.93018,16-03-2020,4,1,0,3,Americas,75,25,0,0
Unknown,Haiti,18.9712,-72.2852,16-03-2020,0,0,0,0,Americas,,,,0
Unknown,Holy See,41.9029,12.4534,16-03-2020,1,0,0,1,Europe,100,0,0,0
Unknown,Honduras,15.2,-86.2419,16-03-2020,6,0,0,6,Americas,100,0,0,3
Unknown,Hungary,47.1625,19.5033,16-03-2020,39,1,1,37,Europe,94.87179487,2.564102564,2.564102564,7
Unknown,Iceland,64.9631,-19.0208,16-03-2020,180,0,0,180,Europe,100,0,0,9
Unknown,India,20.593684,78.96288,16-03-2020,119,2,13,104,South-East Asia,87.39495798,1.680672269,10.92436975,6
Unknown,Indonesia,-0.7893,113.9213,16-03-2020,134,5,8,121,South-East Asia,90.29850746,3.731343284,5.970149254,17
Unknown,Iran,32.427908,53.688046,16-03-2020,14991,853,4590,9548,Eastern Mediterranean,63.69154826,5.690080715,30.61837102,1053
Unknown,Iraq,33.223191,43.679291,16-03-2020,124,10,26,88,Eastern Mediterranean,70.96774194,8.064516129,20.96774194,8
Unknown,Ireland,53.1424,-7.6921,16-03-2020,169,2,0,167,Europe,98.81656805,1.183431953,0,40
Unknown,Israel,31.046051,34.851612,16-03-2020,218,0,4,214,Europe,98.16513761,0,1.834862385,5
Unknown,Italy,41.87194,12.56738,16-03-2020,27980,2158,2749,23073,Europe,82.4624732,7.712651894,9.824874911,3233
Unknown,Jamaica,18.1096,-77.2975,16-03-2020,10,0,2,8,Americas,80,0,20,0
Unknown,Japan,36.204824,138.252924,16-03-2020,843,30,144,669,Western Pacific,79.3594306,3.558718861,17.08185053,17
Unknown,Jordan,31.24,36.51,16-03-2020,17,0,1,16,Eastern Mediterranean,94.11764706,0,5.882352941,9
Unknown,Kazakhstan,48.0196,66.9237,16-03-2020,10,0,0,10,Europe,100,0,0,1
Unknown,Kenya,-0.0236,37.9062,16-03-2020,3,0,0,3,Africa,100,0,0,0
Unknown,South Korea,35.907757,127.766922,16-03-2020,8236,75,1137,7024,Western Pacific,85.2841185,0.910636231,13.80524526,74
Unknown,Kuwait,29.31166,47.481766,16-03-2020,123,0,9,114,Eastern Mediterranean,92.68292683,0,7.317073171,11
Unknown,Kyrgyzstan,41.20438,74.766098,16-03-2020,0,0,0,0,Europe,,,,0
Unknown,Latvia,56.8796,24.6032,16-03-2020,34,0,1,33,Europe,97.05882353,0,2.941176471,4
Unknown,Lebanon,33.8547,35.8623,16-03-2020,110,3,1,106,Eastern Mediterranean,96.36363636,2.727272727,0.909090909,0
Unknown,Liberia,6.428055,-9.429499,16-03-2020,1,0,0,1,Africa,100,0,0,1
Unknown,Liechtenstein,47.14,9.55,16-03-2020,4,0,1,3,Europe,75,0,25,0
Unknown,Lithuania,55.1694,23.8813,16-03-2020,17,0,1,16,Europe,94.11764706,0,5.882352941,5
Unknown,Luxembourg,49.8153,6.1296,16-03-2020,77,1,0,76,Europe,98.7012987,1.298701299,0,18
Unknown,Madagascar,-18.766947,46.869107,16-03-2020,0,0,0,0,Africa,,,,0
Unknown,Malaysia,4.210484,101.975766,16-03-2020,566,0,42,524,Western Pacific,92.5795053,0,7.4204947,138
Unknown,Maldives,3.2028,73.2207,16-03-2020,13,0,0,13,South-East Asia,100,0,0,0
Unknown,Malta,35.9375,14.3754,16-03-2020,30,0,2,28,Europe,93.33333333,0,6.666666667,9
Unknown,Mauritania,21.0079,-10.9408,16-03-2020,1,0,0,1,Africa,100,0,0,0
Unknown,Mauritius,-20.348404,57.552152,16-03-2020,0,0,0,0,Africa,,,,0
Unknown,Mexico,23.6345,-102.5528,16-03-2020,82,0,4,78,Americas,95.12195122,0,4.87804878,29
Unknown,Moldova,47.4116,28.3699,16-03-2020,23,0,0,23,Europe,100,0,0,0
Unknown,Monaco,43.7333,7.4167,16-03-2020,7,0,0,7,Europe,100,0,0,5
Unknown,Mongolia,46.8625,103.8467,16-03-2020,1,0,0,1,Western Pacific,100,0,0,0
Unknown,Montenegro,42.708678,19.37439,16-03-2020,0,0,0,0,Europe,,,,0
Unknown,Morocco,31.7917,-7.0926,16-03-2020,29,1,1,27,Eastern Mediterranean,93.10344828,3.448275862,3.448275862,1
Unknown,Namibia,-22.9576,18.4904,16-03-2020,2,0,0,2,Africa,100,0,0,0
Unknown,Nepal,28.1667,84.25,16-03-2020,1,0,1,0,South-East Asia,0,0,100,0
Aruba,Netherlands,12.5211,-69.9683,16-03-2020,2,0,0,2,Europe,100,0,0,-1133
Curacao,Netherlands,12.1696,-68.99,16-03-2020,1,0,0,1,Europe,100,0,0,-1
Sint Maarten,Netherlands,18.0425,-63.0548,16-03-2020,0,0,0,0,Europe,,,,-1
Unknown,Netherlands,52.1326,5.2913,16-03-2020,1413,24,0,1389,Europe,98.3014862,1.6985138,0,1413
Unknown,New Zealand,-40.9006,174.886,16-03-2020,8,0,0,8,Western Pacific,100,0,0,0
Unknown,Nicaragua,12.865416,-85.207229,16-03-2020,0,0,0,0,Americas,,,,0
Unknown,Niger,17.607789,8.081666,16-03-2020,0,0,0,0,Africa,,,,0
Unknown,Nigeria,9.082,8.6753,16-03-2020,2,0,0,2,Africa,100,0,0,0
Unknown,North Macedonia,41.6086,21.7453,16-03-2020,18,0,1,17,Europe,94.44444444,0,5.555555556,4
Unknown,Norway,60.472,8.4689,16-03-2020,1333,3,1,1329,Europe,99.69992498,0.225056264,0.075018755,112
Unknown,Oman,21.512583,55.923255,16-03-2020,22,0,9,13,Eastern Mediterranean,59.09090909,0,40.90909091,0
Unknown,Pakistan,30.3753,69.3451,16-03-2020,236,0,2,234,Eastern Mediterranean,99.15254237,0,0.847457627,100
Unknown,Panama,8.538,-80.7821,16-03-2020,55,1,0,54,Americas,98.18181818,1.818181818,0,12
Unknown,Papua New Guinea,-6.314993,143.95555,16-03-2020,0,0,0,0,Western Pacific,,,,0
Unknown,Paraguay,-23.4425,-58.4438,16-03-2020,8,0,0,8,Americas,100,0,0,2
Unknown,Peru,-9.19,-75.0152,16-03-2020,86,0,0,86,Americas,100,0,0,43
Unknown,Philippines,12.879721,121.774017,16-03-2020,142,12,2,128,Western Pacific,90.14084507,8.450704225,1.408450704,2
Unknown,Poland,51.9194,19.1451,16-03-2020,177,4,13,160,Europe,90.39548023,2.259887006,7.344632768,58
Unknown,Portugal,39.3999,-8.2245,16-03-2020,331,0,3,328,Europe,99.09365559,0,0.906344411,86
Unknown,Qatar,25.3548,51.1839,16-03-2020,439,0,4,435,Eastern Mediterranean,99.08883827,0,0.911161731,38
Unknown,Romania,45.9432,24.9668,16-03-2020,158,0,9,149,Europe,94.30379747,0,5.696202532,27
Unknown,Russia,61.52401,105.318756,16-03-2020,90,0,8,82,Europe,91.11111111,0,8.888888889,27
Unknown,Rwanda,-1.9403,29.8739,16-03-2020,5,0,0,5,Africa,100,0,0,4
Unknown,Saint Lucia,13.9094,-60.9789,16-03-2020,2,0,0,2,Americas,100,0,0,0
Unknown,Saint Vincent and the Grenadines,12.9843,-61.2872,16-03-2020,1,0,0,1,Americas,100,0,0,0
Unknown,San Marino,43.9424,12.4578,16-03-2020,109,7,4,98,Europe,89.90825688,6.422018349,3.669724771,8
Unknown,Saudi Arabia,23.885942,45.079162,16-03-2020,118,0,2,116,Eastern Mediterranean,98.30508475,0,1.694915254,15
Unknown,Senegal,14.4974,-14.4524,16-03-2020,24,0,2,22,Africa,91.66666667,0,8.333333333,0
Unknown,Serbia,44.0165,21.0059,16-03-2020,55,0,1,54,Europe,98.18181818,0,1.818181818,7
Unknown,Seychelles,-4.6796,55.492,16-03-2020,3,0,0,3,Africa,100,0,0,1
Unknown,Singapore,1.2833,103.8333,16-03-2020,243,0,109,134,Western Pacific,55.14403292,0,44.85596708,17
Unknown,Slovakia,48.669,19.699,16-03-2020,63,0,0,63,Europe,100,0,0,9
Unknown,Slovenia,46.1512,14.9955,16-03-2020,253,1,0,252,Europe,99.60474308,0.395256917,0,34
Unknown,Somalia,5.152149,46.199616,16-03-2020,1,0,0,1,Eastern Mediterranean,100,0,0,1
Unknown,South Africa,-30.5595,22.9375,16-03-2020,62,0,0,62,Africa,100,0,0,11
Unknown,Spain,40.463667,-3.74922,16-03-2020,9942,342,530,9070,Europe,91.22912895,3.43995172,5.330919332,2144
Unknown,Sri Lanka,7.873054,80.771797,16-03-2020,28,0,1,27,South-East Asia,96.42857143,0,3.571428571,10
Unknown,Sudan,12.8628,30.2176,16-03-2020,1,1,0,0,Eastern Mediterranean,0,100,0,0
Unknown,Suriname,3.9193,-56.0278,16-03-2020,1,0,0,1,Americas,100,0,0,0
Unknown,Sweden,60.128161,18.643501,16-03-2020,1103,6,0,1097,Europe,99.45602901,0.543970988,0,81
Unknown,Switzerland,46.8182,8.2275,16-03-2020,2200,14,4,2182,Europe,99.18181818,0.636363636,0.181818182,0
Unknown,Taiwan*,23.7,121,16-03-2020,67,1,20,46,Western Pacific,68.65671642,1.492537313,29.85074627,8
Unknown,Tanzania,-6.369028,34.888822,16-03-2020,1,0,0,1,Africa,100,0,0,1
Unknown,Thailand,15.870032,100.992541,16-03-2020,147,1,35,111,South-East Asia,75.51020408,0.680272109,23.80952381,33
Unknown,Togo,8.6195,0.8248,16-03-2020,1,0,0,1,Africa,100,0,0,0
Unknown,Trinidad and Tobago,10.6918,-61.2225,16-03-2020,4,0,0,4,Americas,100,0,0,2
Unknown,Tunisia,33.886917,9.537499,16-03-2020,20,0,0,20,Eastern Mediterranean,100,0,0,2
Unknown,Turkey,38.9637,35.2433,16-03-2020,18,0,0,18,Europe,100,0,0,12
Unknown,Uganda,1.373333,32.290275,16-03-2020,0,0,0,0,Africa,,,,0
Unknown,Ukraine,48.3794,31.1656,16-03-2020,7,1,0,6,Europe,85.71428571,14.28571429,0,4
Unknown,United Arab Emirates,23.424076,53.847818,16-03-2020,98,0,23,75,Eastern Mediterranean,76.53061224,0,23.46938776,0
Bermuda,United Kingdom,32.3078,-64.7505,16-03-2020,0,0,0,0,Europe,,,,0
Cayman Islands,United Kingdom,19.3133,-81.2546,16-03-2020,1,1,0,0,Europe,0,100,0,1
Channel Islands,United Kingdom,49.3723,-2.3644,16-03-2020,6,0,0,6,Europe,100,0,0,5
Gibraltar,United Kingdom,36.1408,-5.3536,16-03-2020,1,0,1,0,Europe,0,0,100,-5
Isle of Man,United Kingdom,54.2361,-4.5481,16-03-2020,0,0,0,0,Europe,,,,-1
Montserrat,United Kingdom,16.742498,-62.187366,16-03-2020,0,0,0,0,Europe,,,,0
Unknown,United Kingdom,55.3781,-3.436,16-03-2020,3684,65,20,3599,Europe,97.6927253,1.764386536,0.542888165,3684
Unknown,Uruguay,-32.5228,-55.7658,16-03-2020,29,0,0,29,Americas,100,0,0,21
Unknown,US,40,-100,16-03-2020,4360,97,17,4246,Americas,97.3853211,2.224770642,0.389908257,1392
Unknown,Uzbekistan,41.377491,64.585262,16-03-2020,6,0,0,6,Europe,100,0,0,5
Unknown,Venezuela,6.4238,-66.5897,16-03-2020,17,0,0,17,Americas,100,0,0,7
Unknown,Vietnam,14.058324,108.277199,16-03-2020,61,0,16,45,Western Pacific,73.7704918,0,26.2295082,5
Unknown,Zambia,-13.133897,27.849332,16-03-2020,0,0,0,0,Africa,,,,0
Unknown,Zimbabwe,-19.015438,29.154857,16-03-2020,0,0,0,0,Africa,,,,0
Unknown,Dominica,15.415,-61.371,16-03-2020,0,0,0,0,Americas,,,,0
Unknown,Grenada,12.1165,-61.679,16-03-2020,0,0,0,0,Americas,,,,0
Unknown,Mozambique,-18.665695,35.529562,16-03-2020,0,0,0,0,Africa,,,,0
Unknown,Syria,34.802075,38.996815,16-03-2020,0,0,0,0,Eastern Mediterranean,,,,0
Unknown,Timor-Leste,-8.874217,125.727539,16-03-2020,0,0,0,0,South-East Asia,,,,0
Unknown,Belize,17.1899,-88.4976,16-03-2020,0,0,0,0,Americas,,,,0
Unknown,Laos,19.85627,102.495496,16-03-2020,0,0,0,0,Western Pacific,,,,0
Unknown,Libya,26.3351,17.228331,16-03-2020,0,0,0,0,Eastern Mediterranean,,,,0
Unknown,West Bank and Gaza,31.9522,35.2332,16-03-2020,38,0,0,38,Eastern Mediterranean,100,0,0,0
Unknown,Guinea-Bissau,11.8037,-15.1804,16-03-2020,0,0,0,0,Africa,,,,0
Unknown,Mali,17.570692,-3.996166,16-03-2020,0,0,0,0,Africa,,,,0
Unknown,Saint Kitts and Nevis,17.357822,-62.782998,16-03-2020,0,0,0,0,Americas,,,,0
Northwest Territories,Canada,64.8255,-124.8457,16-03-2020,0,0,0,0,Americas,,,,-7
Yukon,Canada,64.2823,-135,16-03-2020,0,0,0,0,Americas,,,,0
Unknown,Kosovo,42.602636,20.902977,16-03-2020,0,0,0,0,Europe,,,,0
Unknown,Burma,21.9162,95.956,16-03-2020,0,0,0,0,South-East Asia,,,,0
Anguilla,United Kingdom,18.2206,-63.0686,16-03-2020,0,0,0,0,Europe,,,,-3684
British Virgin Islands,United Kingdom,18.4207,-64.64,16-03-2020,0,0,0,0,Europe,,,,0
Turks and Caicos Islands,United Kingdom,21.694,-71.7979,16-03-2020,0,0,0,0,Europe,,,,0
Unknown,Botswana,-22.3285,24.6849,16-03-2020,0,0,0,0,Africa,,,,0
Unknown,Burundi,-3.3731,29.9189,16-03-2020,0,0,0,0,Africa,,,,0
Unknown,Sierra Leone,8.460555,-11.779889,16-03-2020,0,0,0,0,Africa,,,,0
Unknown,Malawi,-13.2543,34.3015,16-03-2020,0,0,0,0,Africa,,,,0
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,16-03-2020,0,0,0,0,Europe,,,,0
Saint Pierre and Miquelon,France,46.8852,-56.3159,16-03-2020,0,0,0,0,Europe,,,,-6633
Unknown,South Sudan,6.877,31.307,16-03-2020,0,0,0,0,Africa,,,,0
Unknown,Western Sahara,24.2155,-12.8858,16-03-2020,0,0,0,0,Africa,,,,0
Unknown,Sao Tome and Principe,0.1864,6.6131,16-03-2020,0,0,0,0,Africa,,,,0
Unknown,Yemen,15.552727,48.516388,16-03-2020,0,0,0,0,Eastern Mediterranean,,,,0
Unknown,Comoros,-11.6455,43.3333,16-03-2020,0,0,0,0,Africa,,,,0
Unknown,Tajikistan,38.861,71.2761,16-03-2020,0,0,0,0,Europe,,,,0
Unknown,Lesotho,-29.61,28.2336,16-03-2020,0,0,0,0,Africa,,,,0
Unknown,Afghanistan,33.93911,67.709953,17-03-2020,22,0,1,21,Eastern Mediterranean,95.45454545,0,4.545454545,1
Unknown,Albania,41.1533,20.1683,17-03-2020,55,1,0,54,Europe,98.18181818,1.818181818,0,4
Unknown,Algeria,28.0339,1.6596,17-03-2020,60,4,12,44,Africa,73.33333333,6.666666667,20,6
Unknown,Andorra,42.5063,1.5218,17-03-2020,39,0,1,38,Europe,97.43589744,0,2.564102564,37
Unknown,Angola,-11.2027,17.8739,17-03-2020,0,0,0,0,Africa,,,,0
Unknown,Antigua and Barbuda,17.0608,-61.7964,17-03-2020,1,0,0,1,Americas,100,0,0,0
Unknown,Argentina,-38.4161,-63.6167,17-03-2020,68,2,3,63,Americas,92.64705882,2.941176471,4.411764706,12
Unknown,Armenia,40.0691,45.0382,17-03-2020,78,0,1,77,Europe,98.71794872,0,1.282051282,26
Australian Capital Territory,Australia,-35.4735,149.0124,17-03-2020,2,0,0,2,Western Pacific,100,0,0,-26
New South Wales,Australia,-33.8688,151.2093,17-03-2020,210,4,4,202,Western Pacific,96.19047619,1.904761905,1.904761905,208
Northern Territory,Australia,-12.4634,130.8456,17-03-2020,1,0,0,1,Western Pacific,100,0,0,-209
Queensland,Australia,-27.4698,153.0251,17-03-2020,78,0,8,70,Western Pacific,89.74358974,0,10.25641026,77
South Australia,Australia,-34.9285,138.6007,17-03-2020,29,0,3,26,Western Pacific,89.65517241,0,10.34482759,-49
Tasmania,Australia,-42.8821,147.3272,17-03-2020,7,0,0,7,Western Pacific,100,0,0,-22
Victoria,Australia,-37.8136,144.9631,17-03-2020,94,0,8,86,Western Pacific,91.4893617,0,8.510638298,87
Western Australia,Australia,-31.9505,115.8605,17-03-2020,31,1,0,30,Western Pacific,96.77419355,3.225806452,0,-63
Unknown,Austria,47.5162,14.5501,17-03-2020,1332,3,1,1328,Europe,99.6996997,0.225225225,0.075075075,314
Unknown,Azerbaijan,40.1431,47.5769,17-03-2020,28,1,6,21,Europe,75,3.571428571,21.42857143,0
Unknown,Bahamas,25.025885,-78.035889,17-03-2020,1,0,0,1,Americas,100,0,0,0
Unknown,Bahrain,26.0275,50.55,17-03-2020,228,1,81,146,Eastern Mediterranean,64.03508772,0.438596491,35.52631579,14
Unknown,Bangladesh,23.685,90.3563,17-03-2020,10,0,3,7,South-East Asia,70,0,30,2
Unknown,Barbados,13.1939,-59.5432,17-03-2020,2,0,0,2,Americas,100,0,0,2
Unknown,Belarus,53.7098,27.9534,17-03-2020,36,0,3,33,Europe,91.66666667,0,8.333333333,0
Unknown,Belgium,50.8333,4.469936,17-03-2020,1243,10,1,1232,Europe,99.11504425,0.804505229,0.080450523,185
Unknown,Benin,9.3077,2.3158,17-03-2020,1,0,0,1,Africa,100,0,0,0
Unknown,Bhutan,27.5142,90.4336,17-03-2020,1,0,0,1,South-East Asia,100,0,0,0
Unknown,Bolivia,-16.2902,-63.5887,17-03-2020,11,0,0,11,Americas,100,0,0,0
Unknown,Bosnia and Herzegovina,43.9159,17.6791,17-03-2020,26,0,2,24,Europe,92.30769231,0,7.692307692,1
Unknown,Brazil,-14.235,-51.9253,17-03-2020,321,1,2,318,Americas,99.06542056,0.31152648,0.62305296,121
Unknown,Brunei,4.5353,114.7277,17-03-2020,56,0,0,56,Western Pacific,100,0,0,2
Unknown,Bulgaria,42.7339,25.4858,17-03-2020,67,2,0,65,Europe,97.01492537,2.985074627,0,15
Unknown,Burkina Faso,12.2383,-1.5616,17-03-2020,15,0,0,15,Africa,100,0,0,0
Unknown,Cabo Verde,16.5388,-23.0418,17-03-2020,0,0,0,0,Africa,,,,0
Unknown,Cambodia,11.55,104.9167,17-03-2020,33,0,1,32,Western Pacific,96.96969697,0,3.03030303,26
Unknown,Cameroon,3.848,11.5021,17-03-2020,10,0,0,10,Africa,100,0,0,6
Alberta,Canada,53.9333,-116.5765,17-03-2020,74,0,0,74,Americas,100,0,0,74
British Columbia,Canada,53.7267,-127.6476,17-03-2020,103,4,0,99,Americas,96.11650485,3.883495146,0,29
Manitoba,Canada,53.7609,-98.8139,17-03-2020,8,0,0,8,Americas,100,0,0,-95
New Brunswick,Canada,46.5653,-66.4619,17-03-2020,8,0,0,8,Americas,100,0,0,0
Newfoundland and Labrador,Canada,53.1355,-57.6604,17-03-2020,3,0,0,3,Americas,100,0,0,-5
Nova Scotia,Canada,44.682,-63.7443,17-03-2020,7,0,0,7,Americas,100,0,0,4
Ontario,Canada,51.2538,-85.3232,17-03-2020,185,1,0,184,Americas,99.45945946,0.540540541,0,178
Prince Edward Island,Canada,46.5107,-63.4168,17-03-2020,1,0,0,1,Americas,100,0,0,-184
Quebec,Canada,52.9399,-73.5491,17-03-2020,74,0,0,74,Americas,100,0,0,73
Saskatchewan,Canada,52.9399,-106.4509,17-03-2020,7,0,0,7,Americas,100,0,0,-67
Unknown,Central African Republic,6.6111,20.9394,17-03-2020,1,0,0,1,Africa,100,0,0,0
Unknown,Chad,15.4542,18.7322,17-03-2020,0,0,0,0,Africa,,,,0
Unknown,Chile,-35.6751,-71.543,17-03-2020,228,0,0,228,Americas,100,0,0,46
Anhui,China,31.8257,117.2264,17-03-2020,990,6,984,0,Western Pacific,0,0.606060606,99.39393939,-241
Beijing,China,40.1824,116.4142,17-03-2020,456,8,369,79,Western Pacific,17.3245614,1.754385965,80.92105263,-534
Chongqing,China,30.0572,107.874,17-03-2020,576,6,570,0,Western Pacific,0,1.041666667,98.95833333,120
Fujian,China,26.0789,117.9874,17-03-2020,296,1,295,0,Western Pacific,0,0.337837838,99.66216216,-280
Gansu,China,35.7518,104.2861,17-03-2020,133,2,91,40,Western Pacific,30.07518797,1.503759398,68.42105263,-163
Guangdong,China,23.3417,113.4244,17-03-2020,1364,8,1307,49,Western Pacific,3.592375367,0.586510264,95.82111437,1231
Guangxi,China,23.8298,108.7881,17-03-2020,253,2,248,3,Western Pacific,1.185770751,0.790513834,98.02371542,-1111
Guizhou,China,26.8154,106.8748,17-03-2020,147,2,144,1,Western Pacific,0.680272109,1.360544218,97.95918367,-106
Hainan,China,19.1959,109.7453,17-03-2020,168,6,161,1,Western Pacific,0.595238095,3.571428571,95.83333333,21
Hebei,China,39.549,116.1306,17-03-2020,318,6,0,312,Western Pacific,98.11320755,1.886792453,0,150
Heilongjiang,China,47.862,127.7615,17-03-2020,482,13,456,13,Western Pacific,2.697095436,2.697095436,94.60580913,164
Henan,China,37.8957,114.9042,17-03-2020,1273,22,0,1251,Western Pacific,98.2717989,1.7282011,0,791
Hong Kong,China,22.3,114.2,17-03-2020,162,4,88,70,Western Pacific,43.20987654,2.469135802,54.32098765,-1111
Hubei,China,30.9756,112.2707,17-03-2020,67799,3111,56003,8685,Western Pacific,12.80992345,4.588563253,82.6015133,67637
