province,country,Lat,Long,Date,Confirmed,Deaths,Recovered,Active,WHO Region,Active_rate,Death_rate,reacovery_rate,new_cases
Hunan,China,27.6104,111.7088,02-05-2020,1019,4,1015,0,Western Pacific,0,0.392541708,99.60745829,-67109
Inner Mongolia,China,44.0935,113.9448,02-05-2020,201,1,154,46,Western Pacific,22.88557214,0.497512438,76.61691542,-818
Jiangsu,China,32.9711,119.455,02-05-2020,653,0,650,3,Western Pacific,0.45941807,0,99.54058193,452
Jiangxi,China,27.614,115.7221,02-05-2020,937,1,936,0,Western Pacific,0,0.106723586,99.89327641,284
Jilin,China,43.6661,126.1923,02-05-2020,112,1,102,9,Western Pacific,8.035714286,0.892857143,91.07142857,-825
Liaoning,China,41.2956,122.6085,02-05-2020,146,2,144,0,Western Pacific,0,1.369863014,98.63013699,34
Macau,China,22.1667,113.55,02-05-2020,45,0,37,8,Western Pacific,17.77777778,0,82.22222222,-101
Ningxia,China,37.2692,106.1655,02-05-2020,75,0,75,0,Western Pacific,0,0,100,30
Qinghai,China,35.7452,95.9956,02-05-2020,18,0,18,0,Western Pacific,0,0,100,-57
Shaanxi,China,35.1917,108.8701,02-05-2020,306,3,255,48,Western Pacific,15.68627451,0.980392157,83.33333333,288
Shandong,China,36.3427,118.1498,02-05-2020,787,7,772,8,Western Pacific,1.016518424,0.889453621,98.09402795,481
Shanghai,China,31.202,121.4491,02-05-2020,652,7,612,33,Western Pacific,5.061349693,1.073619632,93.86503067,-135
Shanxi,China,37.5777,112.2922,02-05-2020,197,0,176,21,Western Pacific,10.65989848,0,89.34010152,-455
Sichuan,China,30.6171,102.7103,02-05-2020,561,3,558,0,Western Pacific,0,0.534759358,99.46524064,364
Tianjin,China,39.3054,117.323,02-05-2020,190,3,185,2,Western Pacific,1.052631579,1.578947368,97.36842105,-371
Tibet,China,31.6927,88.0924,02-05-2020,1,0,1,0,Western Pacific,0,0,100,-189
Xinjiang,China,41.1129,85.2401,02-05-2020,76,3,73,0,Western Pacific,0,3.947368421,96.05263158,75
Yunnan,China,24.974,101.487,02-05-2020,185,2,181,2,Western Pacific,1.081081081,1.081081081,97.83783784,109
Zhejiang,China,29.1832,120.0934,02-05-2020,1268,1,1265,2,Western Pacific,0.157728707,0.078864353,99.76340694,1083
Unknown,Colombia,4.5709,-74.2973,02-05-2020,7285,324,1666,5295,Americas,72.68359643,4.447494852,22.86890872,279
Unknown,Congo (Brazzaville),-0.228,15.8277,02-05-2020,229,9,25,195,Africa,85.15283843,3.930131004,10.91703057,0
Unknown,Congo (Kinshasa),-4.0383,21.7587,02-05-2020,674,33,75,566,Africa,83.97626113,4.896142433,11.12759644,70
Unknown,Costa Rica,9.7489,-83.7534,02-05-2020,733,6,372,355,Americas,48.43110505,0.818553888,50.75034106,8
Unknown,Cote d'Ivoire,7.54,-5.5471,02-05-2020,1362,15,622,725,Africa,53.23054332,1.101321586,45.6681351,29
Unknown,Croatia,45.1,15.2,02-05-2020,2088,77,1463,548,Europe,26.24521073,3.687739464,70.06704981,3
Unknown,Cuba,21.521757,-77.781167,02-05-2020,1611,66,765,780,Americas,48.41713222,4.096834264,47.48603352,74
Unknown,Cyprus,35.1264,33.4299,02-05-2020,864,15,296,553,Europe,64.00462963,1.736111111,34.25925926,7
Unknown,Czechia,49.8175,15.473,02-05-2020,7755,245,3461,4049,Europe,52.21147647,3.159252095,44.62927144,18
Faroe Islands,Denmark,61.8926,-6.9118,02-05-2020,187,0,184,3,Europe,1.604278075,0,98.39572193,-9124
Greenland,Greenland,71.7069,-42.6043,02-05-2020,11,0,11,0,Europe,0,0,100,0
Unknown,Denmark,56.2639,9.5018,02-05-2020,9407,475,6889,2043,Europe,21.71786967,5.049431275,73.23269905,9220
Unknown,Djibouti,11.8251,42.5903,02-05-2020,1112,2,686,424,Eastern Mediterranean,38.1294964,0.179856115,61.69064748,15
Unknown,Dominican Republic,18.7357,-70.1627,02-05-2020,7578,326,1481,5771,Americas,76.15465822,4.30192663,19.54341515,290
Unknown,Ecuador,-1.8312,-78.1834,02-05-2020,27464,1371,2132,23961,Americas,87.24512089,4.991989514,7.762889601,1128
Unknown,Egypt,26.820553,30.802498,02-05-2020,6193,415,1522,4256,Eastern Mediterranean,68.72275149,6.701114161,24.57613435,298
Unknown,El Salvador,13.7942,-88.8965,02-05-2020,446,11,141,294,Americas,65.91928251,2.466367713,31.61434978,22
Unknown,Equatorial Guinea,1.6508,10.2679,02-05-2020,315,1,9,305,Africa,96.82539683,0.317460317,2.857142857,0
Unknown,Eritrea,15.1794,39.7823,02-05-2020,39,0,26,13,Africa,33.33333333,0,66.66666667,0
Unknown,Estonia,58.5953,25.0136,02-05-2020,1699,53,256,1390,Europe,81.81283108,3.119482048,15.06768687,5
Unknown,Eswatini,-26.5225,31.4659,02-05-2020,108,1,12,95,Africa,87.96296296,0.925925926,11.11111111,2
Unknown,Ethiopia,9.145,40.4897,02-05-2020,133,3,69,61,Africa,45.86466165,2.255639098,51.87969925,0
Unknown,Fiji,-17.7134,178.065,02-05-2020,18,0,14,4,Western Pacific,22.22222222,0,77.77777778,0
Unknown,Finland,61.92411,25.748151,02-05-2020,5176,220,3000,1956,Europe,37.78979907,4.250386399,57.95981453,125
French Guiana,France,3.9339,-53.1258,02-05-2020,128,1,98,29,Europe,22.65625,0.78125,76.5625,127
French Polynesia,France,-17.6797,149.4068,02-05-2020,58,0,51,7,Europe,12.06896552,0,87.93103448,-70
Guadeloupe,France,16.265,-61.551,02-05-2020,152,12,95,45,Europe,29.60526316,7.894736842,62.5,94
Mayotte,France,-12.8275,45.166244,02-05-2020,539,4,235,300,Europe,55.65862709,0.742115028,43.59925788,387
New Caledonia,France,-20.904305,165.618042,02-05-2020,18,0,17,1,Europe,5.555555556,0,94.44444444,-521
Reunion,France,-21.1151,55.5364,02-05-2020,423,0,300,123,Europe,29.07801418,0,70.92198582,405
Saint Barthelemy,France,17.9,-62.8333,02-05-2020,6,0,6,0,Europe,0,0,100,-417
St Martin,France,18.0708,-63.0501,02-05-2020,38,3,27,8,Europe,21.05263158,7.894736842,71.05263158,32
Martinique,France,14.6415,-61.0242,02-05-2020,179,14,83,82,Europe,45.81005587,7.82122905,46.36871508,141
Unknown,France,46.2276,2.2137,02-05-2020,166976,24729,49751,92496,Europe,55.39478727,14.8099128,29.79529992,166797
Unknown,Gabon,-0.8037,11.6094,02-05-2020,335,5,85,245,Africa,73.13432836,1.492537313,25.37313433,59
Unknown,Gambia,13.4432,-15.3101,02-05-2020,17,1,9,7,Africa,41.17647059,5.882352941,52.94117647,5
Unknown,Georgia,42.3154,43.3569,02-05-2020,582,8,207,367,Europe,63.05841924,1.374570447,35.56701031,16
Unknown,Germany,51.165691,10.451526,02-05-2020,164967,6812,129000,29155,Europe,17.67323162,4.129310711,78.19745767,890
Unknown,Ghana,7.9465,-1.0232,02-05-2020,2169,18,229,1922,Africa,88.61226372,0.829875519,10.55786077,95
Unknown,Greece,39.0742,21.8243,02-05-2020,2620,143,1374,1103,Europe,42.09923664,5.458015267,52.44274809,8
Unknown,Guatemala,15.7835,-90.2308,02-05-2020,688,17,72,599,Americas,87.06395349,2.470930233,10.46511628,44
Unknown,Guinea,9.9456,-9.6966,02-05-2020,1586,7,405,1174,Africa,74.02269861,0.441361917,25.53593947,49
Unknown,Guyana,4.860416,-58.93018,02-05-2020,82,9,22,51,Americas,62.19512195,10.97560976,26.82926829,0
Unknown,Haiti,18.9712,-72.2852,02-05-2020,85,8,10,67,Americas,78.82352941,9.411764706,11.76470588,0
Unknown,Holy See,41.9029,12.4534,02-05-2020,11,0,2,9,Europe,81.81818182,0,18.18181818,0
Unknown,Honduras,15.2,-86.2419,02-05-2020,1010,76,116,818,Americas,80.99009901,7.524752475,11.48514851,206
Unknown,Hungary,47.1625,19.5033,02-05-2020,2942,335,625,1982,Europe,67.36913664,11.38681169,21.24405167,79
Unknown,Iceland,64.9631,-19.0208,02-05-2020,1798,10,1706,82,Europe,4.560622914,0.556173526,94.88320356,0
Unknown,India,20.593684,78.96288,02-05-2020,39699,1323,10819,27557,South-East Asia,69.41484672,3.332577647,27.25257563,2442
Unknown,Indonesia,-0.7893,113.9213,02-05-2020,10843,831,1665,8347,South-East Asia,76.98054044,7.663930647,15.35552891,292
Unknown,Iran,32.427908,53.688046,02-05-2020,96448,6156,77350,12942,Eastern Mediterranean,13.41862973,6.382714001,80.19865627,802
Unknown,Iraq,33.223191,43.679291,02-05-2020,2219,95,1473,651,Eastern Mediterranean,29.33753943,4.281207751,66.38125282,66
Unknown,Ireland,53.1424,-7.6921,02-05-2020,21176,1286,13386,6504,Europe,30.71401587,6.072912731,63.2130714,343
Unknown,Israel,31.046051,34.851612,02-05-2020,16185,229,9593,6363,Europe,39.3141798,1.414890331,59.27092987,84
Unknown,Italy,41.87194,12.56738,02-05-2020,209328,28710,79914,100704,Europe,48.10823206,13.71531759,38.17645036,1900
Unknown,Jamaica,18.1096,-77.2975,02-05-2020,463,8,33,422,Americas,91.14470842,1.727861771,7.127429806,31
Unknown,Japan,36.204824,138.252924,02-05-2020,14861,536,3205,11120,Western Pacific,74.82672768,3.606755938,21.56651639,303
Unknown,Jordan,31.24,36.51,02-05-2020,460,9,367,84,Eastern Mediterranean,18.26086957,1.956521739,79.7826087,1
Unknown,Kazakhstan,48.0196,66.9237,02-05-2020,3857,25,985,2847,Europe,73.81384496,0.648172155,25.53798289,260
Unknown,Kenya,-0.0236,37.9062,02-05-2020,435,22,152,261,Africa,60,5.057471264,34.94252874,24
Unknown,South Korea,35.907757,127.766922,02-05-2020,10793,250,9183,1360,Western Pacific,12.60075975,2.316316131,85.08292412,13
Unknown,Kuwait,29.31166,47.481766,02-05-2020,4619,33,1703,2883,Eastern Mediterranean,62.41610738,0.714440355,36.86945226,242
Unknown,Kyrgyzstan,41.20438,74.766098,02-05-2020,769,8,527,234,Europe,30.42912874,1.040312094,68.53055917,13
Unknown,Latvia,56.8796,24.6032,02-05-2020,871,16,348,507,Europe,58.20895522,1.836969001,39.95407577,1
Unknown,Lebanon,33.8547,35.8623,02-05-2020,733,25,197,511,Eastern Mediterranean,69.71350614,3.410641201,26.87585266,4
Unknown,Liberia,6.428055,-9.429499,02-05-2020,154,18,48,88,Africa,57.14285714,11.68831169,31.16883117,2
Unknown,Liechtenstein,47.14,9.55,02-05-2020,82,1,80,1,Europe,1.219512195,1.219512195,97.56097561,0
Unknown,Lithuania,55.1694,23.8813,02-05-2020,1406,46,632,728,Europe,51.77809388,3.271692745,44.95021337,7
Unknown,Luxembourg,49.8153,6.1296,02-05-2020,3812,92,3318,402,Europe,10.54564533,2.41343127,87.0409234,10
Unknown,Madagascar,-18.766947,46.869107,02-05-2020,135,0,97,38,Africa,28.14814815,0,71.85185185,3
Unknown,Malaysia,4.210484,101.975766,02-05-2020,6176,103,4326,1747,Western Pacific,28.2869171,1.667746114,70.04533679,105
Unknown,Maldives,3.2028,73.2207,02-05-2020,519,1,18,500,South-East Asia,96.33911368,0.192678227,3.468208092,28
Unknown,Malta,35.9375,14.3754,02-05-2020,468,4,379,85,Europe,18.16239316,0.854700855,80.98290598,1
Unknown,Mauritania,21.0079,-10.9408,02-05-2020,8,1,6,1,Africa,12.5,12.5,75,0
Unknown,Mauritius,-20.348404,57.552152,02-05-2020,332,10,314,8,Africa,2.409638554,3.012048193,94.57831325,0
Unknown,Mexico,23.6345,-102.5528,02-05-2020,22088,2061,12377,7650,Americas,34.63419051,9.330858385,56.0349511,1349
Unknown,Moldova,47.4116,28.3699,02-05-2020,4052,124,1334,2594,Europe,64.017769,3.060217177,32.92201382,72
Unknown,Monaco,43.7333,7.4167,02-05-2020,95,4,78,13,Europe,13.68421053,4.210526316,82.10526316,0
Unknown,Mongolia,46.8625,103.8467,02-05-2020,39,0,10,29,Western Pacific,74.35897436,0,25.64102564,1
Unknown,Montenegro,42.708678,19.37439,02-05-2020,322,8,245,69,Europe,21.42857143,2.48447205,76.08695652,0
Unknown,Morocco,31.7917,-7.0926,02-05-2020,4729,173,1256,3300,Eastern Mediterranean,69.78219497,3.658278706,26.55952633,160
Unknown,Namibia,-22.9576,18.4904,02-05-2020,16,0,8,8,Africa,50,0,50,0
Unknown,Nepal,28.1667,84.25,02-05-2020,59,0,16,43,South-East Asia,72.88135593,0,27.11864407,0
Aruba,Netherlands,12.5211,-69.9683,02-05-2020,100,2,81,17,Europe,17,2,81,-39691
Curacao,Netherlands,12.1696,-68.99,02-05-2020,16,1,13,2,Europe,12.5,6.25,81.25,-84
Sint Maarten,Netherlands,18.0425,-63.0548,02-05-2020,76,13,44,19,Europe,25,17.10526316,57.89473684,60
Unknown,Netherlands,52.1326,5.2913,02-05-2020,40236,4987,0,35249,Europe,87.6056268,12.3943732,0,40160
Unknown,New Zealand,-40.9006,174.886,02-05-2020,1487,20,1266,201,Western Pacific,13.51714862,1.344989913,85.13786147,2
Unknown,Nicaragua,12.865416,-85.207229,02-05-2020,14,3,7,4,Americas,28.57142857,21.42857143,50,0
Unknown,Niger,17.607789,8.081666,02-05-2020,736,35,507,194,Africa,26.35869565,4.755434783,68.88586957,8
Unknown,Nigeria,9.082,8.6753,02-05-2020,2388,85,351,1952,Africa,81.74204355,3.559463987,14.69849246,218
Unknown,North Macedonia,41.6086,21.7453,02-05-2020,1506,82,852,572,Europe,37.9814077,5.444887118,56.57370518,12
Unknown,Norway,60.472,8.4689,02-05-2020,7809,211,32,7566,Europe,96.88820592,2.702010501,0.409783583,26
Unknown,Oman,21.512583,55.923255,02-05-2020,2483,12,750,1721,Eastern Mediterranean,69.31131696,0.483286347,30.2053967,36
Unknown,Pakistan,30.3753,69.3451,02-05-2020,20084,457,5114,14513,Eastern Mediterranean,72.26150169,2.275443139,25.46305517,981
Unknown,Panama,8.538,-80.7821,02-05-2020,7090,197,641,6252,Americas,88.18053597,2.778561354,9.04090268,370
Unknown,Papua New Guinea,-6.314993,143.95555,02-05-2020,8,0,0,8,Western Pacific,100,0,0,0
Unknown,Paraguay,-23.4425,-58.4438,02-05-2020,370,10,119,241,Americas,65.13513514,2.702702703,32.16216216,37
Unknown,Peru,-9.19,-75.0152,02-05-2020,42534,1200,12434,28900,Americas,67.94564349,2.821272394,29.23308412,2075
Unknown,Philippines,12.879721,121.774017,02-05-2020,8928,603,1124,7201,Western Pacific,80.65636201,6.754032258,12.58960573,156
Unknown,Poland,51.9194,19.1451,02-05-2020,13375,664,3762,8949,Europe,66.90841121,4.964485981,28.1271028,270
Unknown,Portugal,39.3999,-8.2245,02-05-2020,25190,1023,1671,22496,Europe,89.30527987,4.061135371,6.633584756,-161
Unknown,Qatar,25.3548,51.1839,02-05-2020,14872,12,1534,13326,Eastern Mediterranean,89.60462614,0.080688542,10.31468531,776
Unknown,Romania,45.9432,24.9668,02-05-2020,12732,771,4547,7414,Europe,58.2312284,6.055607917,35.71316368,165
Unknown,Russia,61.52401,105.318756,02-05-2020,124054,1222,15013,107819,Europe,86.91295726,0.985054895,12.10198784,9623
Unknown,Rwanda,-1.9403,29.8739,02-05-2020,255,0,120,135,Africa,52.94117647,0,47.05882353,6
Unknown,Saint Lucia,13.9094,-60.9789,02-05-2020,17,0,15,2,Americas,11.76470588,0,88.23529412,0
Unknown,Saint Vincent and the Grenadines,12.9843,-61.2872,02-05-2020,16,0,8,8,Americas,50,0,50,0
Unknown,San Marino,43.9424,12.4578,02-05-2020,580,41,83,456,Europe,78.62068966,7.068965517,14.31034483,0
Unknown,Saudi Arabia,23.885942,45.079162,02-05-2020,25459,176,3765,21518,Eastern Mediterranean,84.52020896,0.691307593,14.78848344,1362
Unknown,Senegal,14.4974,-14.4524,02-05-2020,1115,9,368,738,Africa,66.18834081,0.807174888,33.0044843,91
Unknown,Serbia,44.0165,21.0059,02-05-2020,9362,189,1426,7747,Europe,82.74941252,2.018799402,15.23178808,353
Unknown,Seychelles,-4.6796,55.492,02-05-2020,11,0,6,5,Africa,45.45454545,0,54.54545455,0
Unknown,Singapore,1.2833,103.8333,02-05-2020,17548,17,1347,16184,Western Pacific,92.22703442,0.096877137,7.676088443,447
Unknown,Slovakia,48.669,19.699,02-05-2020,1407,24,608,775,Europe,55.08173419,1.70575693,43.21250888,4
Unknown,Slovenia,46.1512,14.9955,02-05-2020,1439,94,239,1106,Europe,76.85892981,6.532314107,16.60875608,5
Unknown,Somalia,5.152149,46.199616,02-05-2020,671,31,34,606,Eastern Mediterranean,90.31296572,4.619970194,5.067064083,70
Unknown,South Africa,-30.5595,22.9375,02-05-2020,6336,123,2549,3664,Africa,57.82828283,1.941287879,40.23042929,385
Unknown,Spain,40.463667,-3.74922,02-05-2020,216582,25100,117248,74234,Europe,34.27523986,11.58914407,54.13561607,1366
Unknown,Sri Lanka,7.873054,80.771797,02-05-2020,705,7,172,526,South-East Asia,74.60992908,0.992907801,24.39716312,15
Unknown,Sudan,12.8628,30.2176,02-05-2020,592,41,52,499,Eastern Mediterranean,84.29054054,6.925675676,8.783783784,59
Unknown,Suriname,3.9193,-56.0278,02-05-2020,10,1,8,1,Americas,10,10,80,0
Unknown,Sweden,60.128161,18.643501,02-05-2020,22082,2669,0,19413,Europe,87.9132325,12.0867675,0,562
Unknown,Switzerland,46.8182,8.2275,02-05-2020,29817,1762,24200,3855,Europe,12.92886608,5.909380555,81.16175336,112
Unknown,Taiwan*,23.7,121,02-05-2020,432,6,324,102,Western Pacific,23.61111111,1.388888889,75,3
Unknown,Tanzania,-6.369028,34.888822,02-05-2020,480,16,167,297,Africa,61.875,3.333333333,34.79166667,0
Unknown,Thailand,15.870032,100.992541,02-05-2020,2966,54,2732,180,South-East Asia,6.068779501,1.82063385,92.11058665,6
Unknown,Togo,8.6195,0.8248,02-05-2020,123,9,66,48,Africa,39.02439024,7.317073171,53.65853659,0
Unknown,Trinidad and Tobago,10.6918,-61.2225,02-05-2020,116,8,88,20,Americas,17.24137931,6.896551724,75.86206897,0
Unknown,Tunisia,33.886917,9.537499,02-05-2020,1009,42,323,644,Eastern Mediterranean,63.82556987,4.162537166,32.01189296,11
Unknown,Turkey,38.9637,35.2433,02-05-2020,124375,3336,58259,62780,Europe,50.47638191,2.682211055,46.84140704,1983
Unknown,Uganda,1.373333,32.290275,02-05-2020,88,0,52,36,Africa,40.90909091,0,59.09090909,3
Unknown,Ukraine,48.3794,31.1656,02-05-2020,11411,279,1498,9634,Europe,84.42730698,2.445009202,13.12768381,550
Unknown,United Arab Emirates,23.424076,53.847818,02-05-2020,13599,119,2664,10816,Eastern Mediterranean,79.53525995,0.875064343,19.58967571,561
Bermuda,United Kingdom,32.3078,-64.7505,02-05-2020,114,7,51,56,Europe,49.12280702,6.140350877,44.73684211,101
Cayman Islands,United Kingdom,19.3133,-81.2546,02-05-2020,74,1,10,63,Europe,85.13513514,1.351351351,13.51351351,-40
Channel Islands,United Kingdom,49.3723,-2.3644,02-05-2020,543,41,406,96,Europe,17.67955801,7.550644567,74.76979742,469
Gibraltar,United Kingdom,36.1408,-5.3536,02-05-2020,144,0,132,12,Europe,8.333333333,0,91.66666667,-399
Isle of Man,United Kingdom,54.2361,-4.5481,02-05-2020,320,22,271,27,Europe,8.4375,6.875,84.6875,176
Montserrat,United Kingdom,16.742498,-62.187366,02-05-2020,11,1,2,8,Europe,72.72727273,9.090909091,18.18181818,-309
Unknown,United Kingdom,55.3781,-3.436,02-05-2020,185491,28149,0,157342,Europe,84.82460065,15.17539935,0,185480
Unknown,Uruguay,-32.5228,-55.7658,02-05-2020,652,17,440,195,Americas,29.90797546,2.607361963,67.48466258,4
Unknown,US,40,-100,02-05-2020,1136024,67681,175382,892961,Americas,78.60406118,5.95770864,15.43823018,29195
Unknown,Uzbekistan,41.377491,64.585262,02-05-2020,2118,9,1271,838,Europe,39.56562795,0.424929178,60.00944287,32
Unknown,Venezuela,6.4238,-66.5897,02-05-2020,345,10,148,187,Americas,54.20289855,2.898550725,42.89855072,10
Unknown,Vietnam,14.058324,108.277199,02-05-2020,270,0,219,51,Western Pacific,18.88888889,0,81.11111111,0
Unknown,Zambia,-13.133897,27.849332,02-05-2020,119,3,75,41,Africa,34.45378151,2.521008403,63.02521008,10
Unknown,Zimbabwe,-19.015438,29.154857,02-05-2020,34,4,5,25,Africa,73.52941176,11.76470588,14.70588235,-6
Unknown,Dominica,15.415,-61.371,02-05-2020,16,0,13,3,Americas,18.75,0,81.25,0
Unknown,Grenada,12.1165,-61.679,02-05-2020,21,0,13,8,Americas,38.0952381,0,61.9047619,1
Unknown,Mozambique,-18.665695,35.529562,02-05-2020,79,0,0,79,Africa,100,0,0,0
Unknown,Syria,34.802075,38.996815,02-05-2020,44,3,0,41,Eastern Mediterranean,93.18181818,6.818181818,0,0
Unknown,Timor-Leste,-8.874217,125.727539,02-05-2020,24,0,0,24,South-East Asia,100,0,0,0
Unknown,Belize,17.1899,-88.4976,02-05-2020,18,2,13,3,Americas,16.66666667,11.11111111,72.22222222,0
Unknown,Laos,19.85627,102.495496,02-05-2020,19,0,9,10,Western Pacific,52.63157895,0,47.36842105,0
Unknown,Libya,26.3351,17.228331,02-05-2020,63,3,22,38,Eastern Mediterranean,60.31746032,4.761904762,34.92063492,0
Unknown,West Bank and Gaza,31.9522,35.2332,02-05-2020,353,2,76,275,Eastern Mediterranean,77.90368272,0.566572238,21.52974504,0
Unknown,Guinea-Bissau,11.8037,-15.1804,02-05-2020,257,1,19,237,Africa,92.21789883,0.389105058,7.392996109,0
Unknown,Mali,17.570692,-3.996166,02-05-2020,544,26,206,312,Africa,57.35294118,4.779411765,37.86764706,36
Unknown,Saint Kitts and Nevis,17.357822,-62.782998,02-05-2020,15,0,8,7,Americas,46.66666667,0,53.33333333,0
Northwest Territories,Canada,64.8255,-124.8457,02-05-2020,5,0,0,5,Americas,100,0,0,-416
Yukon,Canada,64.2823,-135,02-05-2020,11,0,0,11,Americas,100,0,0,6
Unknown,Kosovo,42.602636,20.902977,02-05-2020,823,22,336,465,Europe,56.50060753,2.673147023,40.82624544,17
Unknown,Burma,21.9162,95.956,02-05-2020,151,6,37,108,South-East Asia,71.52317881,3.973509934,24.50331126,0
Anguilla,United Kingdom,18.2206,-63.0686,02-05-2020,3,0,3,0,Europe,0,0,100,-185488
British Virgin Islands,United Kingdom,18.4207,-64.64,02-05-2020,6,1,3,2,Europe,33.33333333,16.66666667,50,3
Turks and Caicos Islands,United Kingdom,21.694,-71.7979,02-05-2020,12,1,5,6,Europe,50,8.333333333,41.66666667,6
Unknown,Botswana,-22.3285,24.6849,02-05-2020,23,1,8,14,Africa,60.86956522,4.347826087,34.7826087,0
Unknown,Burundi,-3.3731,29.9189,02-05-2020,15,1,7,7,Africa,46.66666667,6.666666667,46.66666667,4
Unknown,Sierra Leone,8.460555,-11.779889,02-05-2020,155,8,21,126,Africa,81.29032258,5.161290323,13.5483871,19
Unknown,Malawi,-13.2543,34.3015,02-05-2020,38,3,9,26,Africa,68.42105263,7.894736842,23.68421053,1
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,02-05-2020,13,0,13,0,Europe,0,0,100,1
Saint Pierre and Miquelon,France,46.8852,-56.3159,02-05-2020,1,0,0,1,Europe,100,0,0,-166975
Unknown,South Sudan,6.877,31.307,02-05-2020,45,0,0,45,Africa,100,0,0,0
Unknown,Western Sahara,24.2155,-12.8858,02-05-2020,6,0,5,1,Africa,16.66666667,0,83.33333333,0
Unknown,Sao Tome and Principe,0.1864,6.6131,02-05-2020,16,1,4,11,Africa,68.75,6.25,25,0
Unknown,Yemen,15.552727,48.516388,02-05-2020,10,2,1,7,Eastern Mediterranean,70,20,10,3
Unknown,Comoros,-11.6455,43.3333,02-05-2020,3,0,0,3,Africa,100,0,0,2
Unknown,Tajikistan,38.861,71.2761,02-05-2020,76,2,0,74,Europe,97.36842105,2.631578947,0,61
Unknown,Lesotho,-29.61,28.2336,02-05-2020,0,0,0,0,Africa,,,,0
Unknown,Afghanistan,33.93911,67.709953,03-05-2020,2704,85,345,2274,Eastern Mediterranean,84.09763314,3.143491124,12.75887574,235
Unknown,Albania,41.1533,20.1683,03-05-2020,795,31,531,233,Europe,29.3081761,3.899371069,66.79245283,6
Unknown,Algeria,28.0339,1.6596,03-05-2020,4474,463,1936,2075,Africa,46.37907912,10.34868127,43.27223961,179
Unknown,Andorra,42.5063,1.5218,03-05-2020,748,45,493,210,Europe,28.07486631,6.016042781,65.90909091,1
Unknown,Angola,-11.2027,17.8739,03-05-2020,35,2,11,22,Africa,62.85714286,5.714285714,31.42857143,0
Unknown,Antigua and Barbuda,17.0608,-61.7964,03-05-2020,25,3,15,7,Americas,28,12,60,0
Unknown,Argentina,-38.4161,-63.6167,03-05-2020,4783,246,1354,3183,Americas,66.54819151,5.143215555,28.30859293,102
Unknown,Armenia,40.0691,45.0382,03-05-2020,2386,35,1035,1316,Europe,55.15507125,1.466890193,43.37803856,113
Australian Capital Territory,Australia,-35.4735,149.0124,03-05-2020,106,3,103,0,Western Pacific,0,2.830188679,97.16981132,-445
New South Wales,Australia,-33.8688,151.2093,03-05-2020,3033,42,2328,663,Western Pacific,21.859545,1.384767557,76.75568744,2927
Northern Territory,Australia,-12.4634,130.8456,03-05-2020,29,0,24,5,Western Pacific,17.24137931,0,82.75862069,-3004
Queensland,Australia,-27.4698,153.0251,03-05-2020,1038,6,980,52,Western Pacific,5.009633911,0.578034682,94.41233141,1009
South Australia,Australia,-34.9285,138.6007,03-05-2020,438,4,427,7,Western Pacific,1.598173516,0.913242009,97.48858447,-600
Tasmania,Australia,-42.8821,147.3272,03-05-2020,221,13,164,44,Western Pacific,19.90950226,5.882352941,74.2081448,-217
Victoria,Australia,-37.8136,144.9631,03-05-2020,1406,18,1300,88,Western Pacific,6.258890469,1.280227596,92.46088193,1185
Western Australia,Australia,-31.9505,115.8605,03-05-2020,551,9,523,19,Western Pacific,3.448275862,1.633393829,94.91833031,-855
Unknown,Austria,47.5162,14.5501,03-05-2020,15597,598,13228,1771,Europe,11.35474771,3.834070655,84.81118164,39
Unknown,Azerbaijan,40.1431,47.5769,03-05-2020,1932,25,1441,466,Europe,24.12008282,1.293995859,74.58592133,38
Unknown,Bahamas,25.025885,-78.035889,03-05-2020,83,11,24,48,Americas,57.8313253,13.25301205,28.91566265,0
Unknown,Bahrain,26.0275,50.55,03-05-2020,3383,8,1718,1657,Eastern Mediterranean,48.98019509,0.2364765,50.78332841,99
Unknown,Bangladesh,23.685,90.3563,03-05-2020,9455,177,1063,8215,South-East Asia,86.8852459,1.872025383,11.24272871,665
Unknown,Barbados,13.1939,-59.5432,03-05-2020,82,7,44,31,Americas,37.80487805,8.536585366,53.65853659,1
Unknown,Belarus,53.7098,27.9534,03-05-2020,16705,99,3196,13410,Europe,80.27536666,0.592636935,19.13199641,877
Unknown,Belgium,50.8333,4.469936,03-05-2020,49906,7844,12309,29753,Europe,59.61808199,15.71754899,24.66436901,389
Unknown,Benin,9.3077,2.3158,03-05-2020,90,2,42,46,Africa,51.11111111,2.222222222,46.66666667,0
Unknown,Bhutan,27.5142,90.4336,03-05-2020,7,0,5,2,South-East Asia,28.57142857,0,71.42857143,0
Unknown,Bolivia,-16.2902,-63.5887,03-05-2020,1594,76,166,1352,Americas,84.81806775,4.767879548,10.4140527,124
Unknown,Bosnia and Herzegovina,43.9159,17.6791,03-05-2020,1857,77,825,955,Europe,51.42703285,4.146472806,44.42649435,18
Unknown,Brazil,-14.235,-51.9253,03-05-2020,101826,7051,42991,51784,Americas,50.85538075,6.924557579,42.22006167,4726
Unknown,Brunei,4.5353,114.7277,03-05-2020,138,1,128,9,Western Pacific,6.52173913,0.724637681,92.75362319,0
Unknown,Bulgaria,42.7339,25.4858,03-05-2020,1618,73,308,1237,Europe,76.45241038,4.511742892,19.03584672,24
